344,80,352,140,325,637,35
130,65,321,214,294,225,24
497,126,444,312,172,675,39
313,34,137,67,110,750,17
421,88,214,55,279,431,41
451,11,306,177,65,318,67
202,48,294,125,451,736,27
110,32,386,346,53,548,31
478,94,264,248,421,398,16
417,247,447,297,482,323,54
248,86,463,358,344,267,56
493,208,218,162,99,567,26
371,25,340,260,222,717,41
463,40,493,88,313,604,44
394,74,378,156,199,745,49
363,212,470,327,352,782,15
486,28,103,33,474,632,60
241,151,348,229,229,332,30
179,59,409,278,168,407,68
424,182,164,82,413,707,38
409,51,363,315,91,239,21
225,21,179,168,275,764,13
470,143,424,364,30,464,43
317,159,271,193,489,201,47
256,5,455,144,428,426,25
256,189,233,201,479,239,17
379,5,355,299,357,389,62
195,36,171,54,51,614,69
440,158,416,250,296,314,39
210,166,370,360,464,483,49
149,13,432,311,403,258,11
394,135,187,115,158,558,41
272,74,309,213,35,708,26
218,101,439,231,104,417,22
494,24,470,109,12,755,33
433,178,286,158,74,530,55
233,32,301,96,242,586,53
356,93,424,194,365,436,68
80,47,393,268,273,699,50
142,78,210,121,456,774,57
387,200,455,317,211,474,27
264,17,87,23,89,324,42
268,164,328,271,169,431,53
390,103,206,173,47,281,38
329,11,389,222,231,206,15
482,57,298,50,261,469,12
253,65,497,161,491,338,62
467,80,466,283,399,525,44
406,233,282,234,460,750,21
283,49,160,136,338,600,66
398,38,412,363,116,685,54
459,130,351,314,55,610,16
306,22,259,191,391,647,50
413,91,336,130,254,328,22
444,15,183,106,468,441,26
199,137,428,302,223,741,56
138,45,366,253,162,516,33
383,168,121,57,407,216,63
260,107,489,351,284,366,18
262,148,131,126,45,645,55
385,87,499,224,167,795,10
446,240,315,273,229,570,48
323,56,192,175,106,720,33
232,133,284,199,137,307,66
170,41,468,150,198,382,29
431,48,269,64,60,213,42
339,186,361,236,397,251,23
461,125,238,138,275,401,68
277,33,422,285,458,476,46
408,22,154,9,236,242,58
224,52,338,254,420,767,65
469,175,93,58,175,467,35
346,113,460,352,53,317,50
132,6,491,83,83,504,69
500,67,368,181,451,354,54
362,14,292,119,190,673,18
454,60,384,340,344,635,22
270,90,200,95,405,560,30
205,23,403,392,171,462,42
113,39,311,171,324,274,46
465,31,326,208,95,293,29
159,62,143,61,278,668,37
404,184,388,257,33,368,67
212,89,242,190,225,509,26
457,211,487,386,470,209,56
335,27,120,92,347,359,11
304,73,395,116,72,246,38
411,20,441,202,301,565,66
473,173,257,153,363,790,28
75,35,166,129,393,228,62
320,157,411,325,148,528,32
442,96,43,31,26,678,47
319,35,366,42,46,451,63
472,51,457,214,444,264,66
411,143,274,263,383,489,29
303,196,320,250,245,770,57
426,12,197,152,122,620,12
181,135,442,348,367,320,42
365,104,381,299,184,545,35
89,28,411,177,214,283,23
456,89,289,79,337,733,38
150,120,228,226,31,208,31
403,62,343,195,176,592,28
464,154,404,146,237,667,65
188,77,373,269,207,254,17
433,200,128,73,452,554,47
311,16,496,367,329,704,32
51,9,297,232,436,573,41
296,131,52,36,191,273,11
418,70,419,330,69,423,56
357,39,235,85,253,498,49
391,30,400,57,417,334,20
116,14,247,33,264,597,16
361,137,492,229,19,297,46
238,198,369,327,387,747,61
177,106,431,376,448,522,39
422,229,186,180,203,222,69
300,45,308,278,80,372,24
70,37,477,315,188,203,63
315,160,232,119,433,503,33
437,99,354,217,310,653,48
254,68,170,70,126,278,41
499,190,415,266,371,578,11
162,22,323,143,341,465,67
338,64,438,125,287,775,42
185,49,224,198,379,437,53
430,171,469,394,134,737,23
307,110,101,100,11,587,68
292,225,392,309,486,456,51
414,41,25,15,364,306,36
231,11,454,260,57,681,28
476,133,209,64,302,381,58
445,118,484,186,88,494,17
198,15,352,166,113,215,39
106,61,444,387,389,477,36
351,184,199,191,144,777,66
474,122,322,289,21,627,21
412,214,383,240,82,702,43
305,145,459,276,312,421,15
244,115,398,325,251,796,68
489,237,153,129,496,496,38
366,54,276,227,373,346,53
458,8,429,56,159,383,49
466,203,268,172,289,449,22
374,249,421,393,197,262,18
252,188,299,295,320,712,33
190,34,482,246,258,637,55
313,96,360,344,136,487,40
236,57,253,111,182,243,24
481,180,498,307,427,543,54
267,42,406,184,29,505,12
355,216,348,255,446,510,27
478,33,226,157,323,660,42
233,155,471,353,78,360,12
294,124,410,206,385,735,64
432,55,486,292,247,454,40
248,25,57,47,431,529,32
493,147,302,243,186,229,62
370,86,180,145,63,379,17
278,10,333,71,277,266,36
210,44,417,102,362,557,17
332,105,295,200,239,407,32
485,90,387,371,270,294,28
424,243,325,322,331,369,65
409,113,157,90,193,501,52
225,82,341,237,500,426,45
347,21,463,335,132,576,60
317,220,249,212,285,538,11
439,36,371,114,408,688,56
378,128,433,163,469,613,33
378,36,107,101,160,257,40
194,5,413,248,467,782,32
439,128,168,52,222,482,62
470,113,383,125,436,369,13
409,204,321,174,497,294,51
302,151,275,138,145,575,23
363,59,459,187,206,650,45
455,13,367,358,298,613,41
149,44,183,113,115,388,49
394,166,428,309,360,688,19
462,193,451,229,153,547,14
187,24,298,156,183,360,63
416,32,497,46,76,228,24
171,155,252,242,321,528,54
80,17,160,70,229,566,12
325,139,405,266,474,266,42
263,47,344,217,413,491,20
22,11,317,269,88,599,46
390,72,440,367,455,449,61
328,42,134,24,272,374,53
298,118,348,196,57,261,57
436,65,302,110,317,542,32
497,157,486,159,256,767,70
466,111,210,86,103,655,21
160,80,272,233,287,280,14
283,19,394,331,164,730,29
275,191,294,263,279,664,62
397,7,172,165,402,514,17
152,130,417,361,157,214,47
214,38,356,312,218,439,24
336,99,478,214,340,589,39
122,23,448,141,310,252,20
229,91,402,177,80,571,52
351,30,279,79,448,421,67
443,46,432,300,49,308,63
137,15,126,55,356,683,56
382,137,371,251,111,383,26
260,76,249,153,233,233,41
261,179,365,323,457,775,33
200,87,304,274,28,400,40
323,25,427,372,396,550,55
476,41,273,200,120,737,59
415,133,457,151,59,512,36
369,110,319,115,258,456,27
93,33,350,237,350,718,16
461,94,472,335,227,268,31
277,64,166,90,44,343,23
407,52,404,206,281,409,36
223,22,97,59,97,634,28
468,144,342,255,342,334,58
346,83,220,157,465,484,13
315,6,312,35,250,296,39
55,14,480,170,21,428,49
422,75,358,72,388,578,64
330,213,266,243,51,615,30
208,152,388,341,419,465,15
269,121,450,292,113,690,67
449,177,400,393,101,592,50
357,131,308,173,438,704,54
296,39,492,124,499,629,16
434,108,415,185,147,348,41
464,62,78,14,423,460,67
158,31,384,259,239,535,59
403,154,139,63,484,235,29
212,119,499,387,277,676,64
457,242,254,191,32,376,34
334,58,377,289,155,226,49
487,12,469,69,369,489,53
227,20,270,154,384,320,36
319,188,178,130,354,657,70
441,127,300,228,476,507,25
381,97,315,190,272,208,18
350,204,345,313,181,246,44
473,20,223,19,58,396,29
167,51,284,264,364,621,36
289,112,406,362,242,471,21
427,43,452,350,380,790,49
366,74,146,105,318,715,57
396,212,238,227,227,677,38
274,28,361,129,104,527,53
220,62,399,148,35,237,58
496,78,429,221,127,649,47
190,108,123,74,311,424,54
435,231,368,270,66,724,24
312,47,246,172,188,574,69
52,39,47,37,81,705,19
297,162,292,233,326,405,49
419,101,169,135,449,255,34
358,9,475,282,265,330,11
450,55,322,62,234,368,15
117,45,494,230,253,729,54
484,106,372,328,376,279,69
178,76,188,181,70,654,61
423,198,433,377,315,354,31
71,7,234,120,330,373,26
316,129,479,316,85,673,56
439,68,112,22,207,523,11
255,99,418,267,391,448,18
469,22,387,193,483,710,37
408,175,326,144,422,635,59
370,233,395,249,429,532,68
186,18,456,396,123,307,15
431,141,211,200,368,607,45
308,80,334,298,491,757,30
293,194,135,114,16,288,13
416,11,257,212,138,438,58
232,41,196,65,445,513,66
477,164,441,261,200,213,36
383,15,416,115,221,609,69
444,169,355,164,160,684,32
107,31,202,189,129,347,58
352,153,447,385,374,647,28
245,84,156,128,267,628,30
490,207,401,324,22,328,60
368,23,33,30,144,478,15
153,8,370,103,52,741,19
276,69,493,201,420,291,34
222,111,255,171,458,581,14
345,50,378,73,91,431,29
130,96,408,391,60,694,10
437,188,470,244,489,469,63
238,27,485,305,320,412,46
483,149,240,109,75,712,16
360,88,362,207,198,562,61
326,17,328,180,332,792,23
479,63,481,351,179,530,19
433,25,251,94,255,286,62
249,56,313,241,71,661,70
494,178,68,45,316,361,40
372,117,435,339,439,211,55
463,71,282,118,41,473,51
394,44,351,51,462,314,46
303,29,443,223,64,351,43
410,82,397,284,324,670,15
471,236,336,235,263,595,52
349,52,213,137,385,745,37
134,36,428,161,294,483,26
379,97,391,304,125,521,63
317,5,207,59,186,596,40
287,82,299,133,400,783,66
425,28,375,169,232,465,35
455,74,161,47,446,277,16
149,105,345,292,140,652,23
394,227,100,96,385,352,53
272,43,467,390,262,202,38
402,40,230,126,71,436,20
340,70,414,273,255,361,28
126,55,383,200,163,774,17
494,116,261,102,285,324,32
448,17,490,237,393,680,60
386,170,306,286,454,605,37
268,195,417,338,435,638,42
390,11,50,44,312,788,27
206,41,479,289,128,263,35
451,164,234,93,373,563,65
482,87,448,166,37,600,24
375,34,402,154,358,282,48
160,19,249,179,450,619,44
405,141,494,375,205,319,14
283,80,127,81,82,469,59
30,7,440,344,243,704,57
275,130,195,148,488,404,27
398,68,318,246,366,254,42
214,99,134,99,60,779,49
459,221,379,295,305,479,19
183,53,349,123,274,591,60
413,61,425,87,473,760,13
138,76,394,356,381,422,32
260,15,272,258,14,572,17
201,25,220,131,249,664,17
446,148,465,327,494,364,47
323,86,98,33,372,214,32
476,102,251,205,157,476,28
293,10,435,156,96,401,21
430,79,481,143,295,720,53
492,232,297,192,356,645,15
339,217,389,364,142,683,11
155,63,450,217,326,458,64
277,125,327,315,203,608,49
224,83,427,345,180,298,59
469,205,182,149,425,598,29
346,21,305,247,303,748,44
239,44,320,186,42,692,31
86,29,473,358,440,579,27
331,152,228,162,195,279,57
453,90,350,260,73,429,12
388,85,194,67,245,406,46
205,115,377,214,429,631,53
327,54,500,312,61,481,68
480,8,347,140,460,218,64
419,161,408,189,398,443,27
250,16,393,79,291,387,25
373,77,270,177,169,537,40
97,62,301,300,199,350,21
465,123,423,398,322,800,36
404,215,362,349,261,575,59
281,31,239,55,383,725,14
396,27,461,269,192,640,31
212,58,33,24,498,415,39
457,180,278,220,253,715,69
335,119,155,122,130,565,24
304,42,370,97,345,678,28
319,249,324,281,391,397,33
442,65,201,183,268,247,48
258,96,385,232,452,322,56
318,127,399,172,309,620,62
104,20,430,294,340,208,43
349,142,185,98,95,508,13
410,234,491,343,156,583,36
288,51,124,49,34,733,51
58,43,170,159,233,602,37
303,165,415,355,478,302,67
242,74,476,208,49,527,15
364,12,353,306,416,377,30
456,58,445,135,80,339,26
395,150,261,184,18,414,64
372,200,468,288,26,461,55
188,47,407,337,455,686,18
433,169,162,141,210,386,48
311,108,284,239,87,236,33
295,223,208,178,409,667,23
418,39,330,276,286,517,68
173,162,85,80,41,217,38
234,8,147,31,103,442,61
479,131,392,227,348,742,31
265,24,483,104,194,780,65
391,121,365,150,183,728,15
483,45,150,77,397,616,34
177,14,334,224,214,391,27
299,75,457,322,336,541,12
284,52,288,162,443,447,44
215,33,464,181,436,756,69
123,49,372,352,99,569,65
491,110,495,254,466,419,50
429,202,311,205,405,344,13
307,18,189,107,283,494,58
47,10,112,95,482,325,14
292,133,357,291,237,625,44
414,72,235,193,114,775,29
353,41,418,242,175,700,22
445,26,265,22,328,588,18
320,46,256,149,246,271,10
351,214,41,26,399,309,59
473,30,409,320,277,459,14
228,153,164,124,32,759,44
428,53,179,38,170,665,64
244,23,363,283,476,290,57
489,145,118,87,231,590,27
366,84,485,381,108,740,42
458,99,332,161,384,552,46
405,19,294,94,131,693,50
374,157,325,216,468,656,17
496,96,202,118,346,506,62
313,65,386,265,407,581,54
420,119,462,253,238,299,18
144,11,493,130,147,562,37
385,48,474,176,372,379,57
447,140,290,127,311,304,35
355,186,382,348,219,417,39
171,94,443,299,281,792,46
416,216,198,103,36,492,16
64,25,397,213,112,473,10
248,117,214,164,173,398,33
493,239,459,360,418,698,63
370,55,91,66,296,548,18
485,59,359,231,28,763,38
179,29,175,84,334,238,30
424,151,420,280,89,538,60
408,21,129,121,411,407,43
225,52,436,366,227,632,51
470,174,191,170,472,332,21
347,113,313,268,350,482,66
71,6,283,195,258,670,55
439,67,405,97,135,220,70
255,204,125,105,412,341,36
378,21,492,399,289,491,51
286,36,339,178,197,229,54
424,105,263,142,427,510,19
485,197,446,191,488,735,41
454,59,232,68,151,698,30
148,28,293,215,458,323,37
393,151,48,19,213,623,67
271,90,416,313,90,773,22
278,147,286,282,481,688,48
217,116,347,331,52,463,25
340,55,469,233,419,613,10
493,9,377,13,82,651,14
232,17,423,197,190,519,57
355,78,301,99,312,369,42
447,124,393,270,220,332,46
386,216,331,221,159,407,23
263,32,209,123,36,257,68
267,179,458,365,239,384,57
389,118,90,71,117,234,12
206,88,397,218,301,759,19
481,42,427,145,331,421,38
420,134,366,194,270,346,60
374,111,473,157,71,702,66
98,34,442,279,102,440,55
160,126,136,132,163,365,62
405,248,381,328,408,665,32
397,53,312,261,48,730,58
458,145,496,212,109,505,35
336,84,129,114,232,655,50
183,68,282,187,79,393,46
305,7,404,89,446,543,61
45,15,328,126,308,712,11
320,214,419,298,278,224,67
137,61,481,347,216,599,14
382,183,236,151,461,299,44
259,122,358,249,339,449,29
384,71,349,324,237,691,36
445,224,410,373,176,616,59
353,209,257,201,329,653,55
430,64,395,164,130,297,68
491,156,333,115,69,372,31
93,48,241,140,222,634,57
338,171,486,336,467,334,27
460,110,119,42,345,484,42
154,79,425,287,38,559,49
399,201,180,91,283,259,19
223,37,448,354,475,719,47
468,159,203,158,230,419,17
345,98,326,256,107,269,62
131,22,356,183,15,606,43
498,83,479,85,383,456,58
238,90,310,122,368,287,15
330,228,157,146,398,700,41
453,45,280,244,276,550,26
146,14,219,97,92,475,33
391,136,464,293,337,775,63
387,39,199,45,410,583,61
479,115,291,168,134,770,50
495,246,245,229,364,339,67
372,62,368,131,486,489,22
464,16,460,302,27,227,18
395,104,421,235,479,386,15
211,73,115,88,172,611,23
456,196,360,284,417,311,53
334,12,238,186,295,461,38
181,27,391,112,387,798,26
410,35,345,100,371,630,47
74,20,69,27,463,292,51
319,142,314,223,218,592,21
441,81,192,125,96,742,66
135,112,375,370,280,217,58
257,50,498,272,157,667,43
319,20,482,138,114,368,44
473,66,329,309,390,331,40
411,158,390,358,451,406,18
304,212,466,346,191,725,53
427,28,99,52,68,575,38
243,58,405,297,374,500,31
488,181,160,101,129,800,61
90,12,313,76,160,237,27
457,74,436,174,282,687,12
274,43,252,223,466,762,35
404,47,443,95,229,528,24
373,185,413,217,321,565,43
189,93,474,364,137,340,35
434,215,229,168,382,640,65
312,32,352,266,259,790,20
52,24,428,328,489,621,67
297,146,183,132,244,321,37
419,85,306,230,122,471,52
480,238,489,279,60,246,15
143,39,275,107,30,659,64
392,14,263,159,470,251,31
362,152,355,331,72,214,65
178,122,294,282,378,589,13
300,60,417,380,11,439,28
438,114,493,318,363,757,59
377,22,187,73,424,682,52
163,7,463,49,271,420,41
285,68,340,147,148,570,56
492,34,378,251,141,598,64
430,187,317,300,202,673,27
415,57,149,116,309,204,17
354,87,455,263,493,279,40
446,102,363,92,34,392,36
321,92,373,164,411,750,28
107,46,342,286,441,413,17
352,168,97,90,196,713,47
475,107,464,384,74,563,32
291,15,158,41,135,638,24
429,69,204,78,487,319,49
245,100,265,225,181,694,41
367,38,388,323,303,244,56
459,23,296,151,212,432,60
375,234,304,292,143,328,29
252,172,426,390,265,778,14
191,19,365,341,326,553,52
314,80,487,243,204,403,67
421,12,411,256,434,722,35
482,165,350,207,495,647,57
360,103,227,109,372,797,12
268,57,258,84,97,610,39
386,94,407,136,55,633,42
356,201,499,357,391,596,23
478,17,131,63,269,746,68
233,140,376,259,24,446,38
172,48,438,210,85,221,61
295,109,315,308,453,671,46
249,10,177,148,499,577,21
494,132,422,344,254,277,51
371,71,55,50,131,427,36
279,25,453,173,346,314,17
210,59,308,204,292,624,35
119,13,399,375,200,661,39
287,159,384,289,124,755,11
226,67,445,338,430,380,63
471,190,200,142,185,680,33
348,6,323,240,62,530,48
195,174,231,216,215,493,22
257,143,408,306,325,604,66
379,82,40,12,447,754,21
471,5,499,184,233,642,25
410,158,316,135,172,717,63
241,13,300,25,34,773,46
364,74,423,123,402,323,61
150,89,208,196,310,586,64
395,212,453,392,65,286,34
402,24,369,227,379,201,69
219,55,185,80,195,726,62
464,177,430,276,440,426,32
372,131,277,104,42,239,28
203,185,354,337,302,295,41
142,32,415,386,363,370,19
264,93,293,288,241,520,34
391,57,434,334,137,572,46
330,87,251,89,76,647,69
299,11,281,114,352,759,42
437,80,327,199,30,440,14
467,34,174,28,306,328,33
161,64,358,273,122,703,26
406,187,113,77,367,403,56
284,126,480,371,490,253,11
276,175,335,242,84,319,45
398,114,212,144,206,469,30
337,22,396,291,23,394,23
490,38,304,71,482,281,19
184,7,243,218,176,656,12
230,45,473,132,283,450,70
77,30,319,303,252,262,66
444,91,442,205,375,712,51
383,244,258,254,313,637,13
385,10,141,88,17,354,66
201,40,325,235,323,579,58
446,163,80,39,78,279,28
324,102,448,333,201,429,43
354,148,233,210,415,391,32
477,86,356,112,292,241,47
370,33,310,198,93,560,11
462,48,402,369,430,747,15
400,140,341,320,492,522,53
408,67,471,302,86,607,18
469,220,287,253,24,682,40
347,37,164,155,147,532,25
194,52,440,179,55,269,37
423,60,272,45,224,401,50
86,44,119,69,132,663,46
331,167,364,265,377,363,16
454,106,241,167,499,213,61
270,14,425,216,315,288,53
205,69,237,115,21,696,34
450,192,482,311,266,396,64
328,8,115,17,388,246,19
174,23,268,91,296,508,15
297,84,390,189,174,358,30
435,31,467,127,465,677,59
496,184,283,176,403,602,36
343,138,436,397,128,715,40
220,199,314,299,495,265,25
282,46,375,348,67,640,62
213,12,383,317,74,349,50
458,134,138,121,319,649,20
335,73,260,219,442,799,65
121,58,291,146,411,386,54
320,203,214,182,59,330,52
442,19,337,280,181,480,37
197,142,92,84,426,780,67
381,173,398,231,243,255,60
380,51,320,120,77,779,36
442,142,382,169,16,554,58
472,127,167,96,353,592,17
166,96,351,243,46,367,25
288,35,474,341,414,517,40
59,28,305,255,337,685,49
304,150,60,59,92,385,19
426,89,428,353,215,235,64
242,119,121,108,399,760,56
487,242,366,304,154,460,26
273,104,274,182,307,498,68
342,16,359,65,207,338,55
495,62,451,286,299,376,59
434,154,267,237,360,301,37
311,93,144,139,483,451,52
296,207,343,274,39,582,65
419,24,221,176,161,732,20
357,116,405,225,100,657,27
82,8,435,151,69,470,16
449,70,313,53,437,620,31
330,45,408,203,448,587,49
361,213,133,81,173,549,38
177,60,194,130,357,324,46
422,183,439,326,112,624,16
300,121,72,32,234,774,61
315,236,393,387,280,343,44
254,22,454,240,219,568,36
468,98,485,117,188,306,25
407,190,301,166,249,381,47
399,18,386,38,318,446,13
124,33,232,62,471,784,24
369,156,477,258,226,484,54
185,125,416,307,288,709,32
430,248,171,111,43,409,62
308,64,294,209,165,259,17
292,179,248,197,334,690,26
415,118,370,295,456,540,41
476,209,431,246,395,765,18
139,10,340,173,425,277,60
382,122,456,192,385,411,51
443,214,273,143,447,336,14
352,229,426,315,48,374,10
474,46,58,21,171,224,55
168,15,487,266,477,749,63
244,38,227,180,94,355,16
489,161,472,376,339,655,46
367,99,104,82,462,505,31
336,145,319,156,186,617,42
275,53,380,107,247,692,20
221,34,372,137,133,402,32
130,50,464,309,347,289,28
375,172,219,113,102,589,58
497,111,341,211,224,739,13
436,203,403,260,163,514,51
53,11,204,52,209,533,52
298,134,449,248,454,233,22
451,27,418,76,117,270,41
325,124,307,128,14,219,39
110,17,276,251,106,631,20
478,78,399,349,473,481,35
233,201,154,153,228,781,65
294,48,215,104,290,406,13
248,71,322,263,274,313,52
493,193,77,67,29,613,22
371,9,445,361,152,763,67
463,55,353,189,366,500,63
210,120,223,208,450,285,68
363,197,376,232,297,697,34
486,13,253,134,420,547,49
241,136,498,330,175,247,19
302,105,437,281,358,622,57
409,36,483,220,37,341,32
470,128,299,269,98,416,70
348,67,177,171,221,266,25
256,21,330,48,496,378,29
256,174,150,111,193,735,29
378,112,273,209,70,585,44
439,204,457,258,131,660,21
164,5,303,136,101,248,55
424,13,472,75,177,417,16
87,28,135,50,24,679,20
332,151,380,246,269,379,50
148,120,441,393,208,754,27
271,59,319,295,330,304,12
401,55,127,32,124,370,32
217,24,434,277,308,595,39
462,147,189,81,63,295,69
125,40,280,105,216,707,36
493,101,403,203,338,257,21
432,193,342,154,277,482,43
294,139,265,167,108,764,15
355,47,449,118,47,539,52
447,32,357,338,445,726,49
386,185,418,387,384,501,11
390,26,185,139,365,703,24
328,118,491,286,426,778,31
114,11,460,164,457,365,13
481,72,338,66,89,515,28
252,80,384,151,166,684,44
374,19,261,53,288,234,59
466,65,414,225,197,496,56
160,34,108,78,380,571,63
405,156,353,274,135,271,33
282,95,231,176,13,421,48
397,84,468,341,311,337,68
336,53,162,96,495,262,45
428,160,254,219,97,224,19
413,45,300,182,419,656,40
321,183,330,304,20,693,58
137,91,269,255,449,468,21
259,30,391,353,82,618,36
384,41,382,281,486,222,28
200,10,76,36,179,747,36
445,132,321,232,424,447,66
323,71,198,134,302,297,21
108,56,229,208,332,560,39
292,25,290,61,26,485,32
338,201,275,269,195,728,38
215,140,397,367,317,278,23
154,48,336,318,256,353,45
277,109,458,220,133,503,60
407,98,236,104,432,738,40
223,67,298,251,248,213,48
346,6,420,349,371,663,63
499,52,267,128,156,625,67
437,144,451,177,218,700,29
361,121,344,190,478,344,35
85,14,374,263,386,531,24
330,136,129,67,141,231,54
453,75,497,361,18,381,39
391,228,313,312,80,306,61
265,131,409,260,68,339,19
204,100,470,309,497,564,57
449,222,225,113,252,264,27
326,39,347,211,130,414,42
480,23,439,39,405,302,46
250,31,271,174,359,433,29
97,46,424,395,145,246,32
464,108,302,297,267,696,17
403,199,485,248,329,621,55
212,43,141,119,428,480,13
457,165,386,315,183,780,43
365,150,294,144,336,517,47
303,58,478,193,275,742,24
319,234,462,376,443,499,15
441,50,95,82,321,349,60
135,20,401,229,15,724,67
197,51,387,167,241,425,66
473,97,417,290,150,762,54
412,250,356,241,211,537,17
289,66,234,143,88,687,62
304,181,310,253,410,219,41
427,120,188,155,287,369,26
243,89,371,302,104,594,34
488,211,126,106,349,294,64
366,28,494,204,471,444,19
458,43,341,33,12,256,22
404,77,287,112,494,397,10
496,31,195,88,219,209,37
251,154,440,284,464,509,67
190,62,257,235,402,734,29
312,123,379,333,35,284,14
297,238,88,75,479,753,27
419,54,456,369,356,603,42
266,9,364,198,142,715,46
362,244,391,275,345,720,60
178,30,452,324,161,495,23
423,152,207,128,406,795,53
301,91,329,226,284,645,38
500,175,467,238,54,401,29
285,37,436,66,391,364,70
216,18,322,85,490,655,43
339,79,444,183,123,205,58
124,64,475,256,31,617,46
186,95,169,109,215,542,69
431,217,414,305,460,242,39
308,33,46,11,337,392,54
48,26,245,195,414,261,33
293,148,490,391,169,561,63
415,87,123,97,46,711,18
232,118,429,244,352,336,11
446,10,398,121,261,523,30
385,164,337,170,322,748,67
107,76,438,316,224,507,18
352,199,193,120,469,207,48
475,15,316,218,347,357,33
169,46,255,71,41,582,25
414,168,500,267,286,282,55
245,8,484,377,423,226,53
490,130,239,181,178,526,23
368,69,362,279,56,676,68
406,34,431,187,63,798,62
345,126,247,236,247,723,54
130,19,216,114,155,460,65
375,142,461,310,400,760,35
498,80,94,16,278,610,50
191,111,400,261,94,385,43
387,63,373,80,305,427,54
356,170,281,252,152,465,12
479,109,159,154,29,315,57
295,17,465,301,213,240,50
433,71,389,215,412,558,22
249,101,82,68,228,483,14
494,224,327,264,473,783,44
371,40,205,166,351,633,29
456,212,213,209,312,755,60
333,29,335,111,435,605,15
486,44,488,331,98,718,11
302,75,182,86,159,793,34
287,189,350,319,358,324,25
410,6,228,25,481,474,70
226,36,289,270,174,549,62
348,98,412,368,297,399,47
440,82,258,196,205,287,43
379,51,249,201,213,323,13
317,82,433,250,29,248,36
363,44,326,91,137,755,64
455,28,479,263,351,567,68
394,182,295,214,290,792,30
271,120,173,116,412,642,45
402,116,395,379,160,708,55
463,208,334,330,221,633,33
340,25,211,36,98,783,48
187,9,425,61,252,445,44
310,70,303,159,374,595,59
417,17,349,146,22,277,27
478,170,410,195,83,352,65
447,93,135,73,297,464,23
264,63,441,318,481,389,31
268,149,223,168,278,216,34
390,88,345,266,401,366,49
451,241,406,217,462,291,12
176,42,376,192,493,778,68
344,187,452,278,171,609,47
160,95,391,327,355,234,40
405,218,146,131,110,534,70
283,34,269,229,232,684,25
275,206,429,358,332,750,50
