369,171,149,30,310,60
515,109,106,105,460,45
296,79,128,67,685,37
442,17,170,42,235,52
406,247,74,61,648,41
552,63,117,86,798,56
186,33,96,24,423,19
479,155,181,74,723,49
333,94,53,49,573,64
49,21,199,94,657,25
342,144,114,44,357,55
488,83,157,119,207,40
269,113,93,56,582,33
561,236,178,106,282,63
415,52,51,31,432,48
451,190,125,50,695,44
598,6,82,75,545,59
305,128,167,25,245,29
232,37,146,38,320,21
378,98,189,63,770,66
506,44,162,53,376,38
579,136,141,66,451,16
433,75,98,91,301,31
104,60,109,59,263,65
397,182,194,109,563,35
543,121,67,34,713,20
250,243,152,84,413,50
177,90,173,72,488,57
470,213,88,22,788,27
323,29,130,97,638,12
465,115,174,85,502,17
246,84,68,23,277,70
538,207,153,73,577,40
392,23,110,48,727,25
136,100,100,79,690,44
429,222,185,29,390,14
282,161,142,54,540,59
209,8,163,66,615,51
355,69,121,41,465,36
81,77,179,51,221,19
520,16,137,26,671,64
593,169,158,38,746,42
410,153,126,95,259,68
557,92,84,70,409,53
264,215,169,120,709,23
191,123,148,107,784,30
483,245,63,57,484,60
337,61,190,82,334,45
328,241,145,112,737,52
474,58,102,37,587,67
182,180,187,87,287,37
255,27,124,74,212,14
547,150,39,24,512,44
401,88,166,99,662,59
145,42,177,31,774,33
438,165,92,81,474,63
584,104,134,56,324,48
511,195,198,68,249,56
346,142,171,46,605,28
273,111,193,34,380,65
566,234,108,84,680,35
419,50,150,59,530,20
383,218,55,40,343,16
529,35,182,115,493,31
237,157,97,65,793,61
456,188,118,102,418,24
310,127,76,27,268,39
457,66,188,24,218,61
530,158,124,37,293,54
128,50,92,43,405,28
421,173,177,93,705,58
274,234,135,118,255,13
201,81,198,106,330,35
494,204,113,56,630,65
347,20,156,81,780,50
73,12,172,109,536,63
366,135,87,59,236,33
512,73,129,84,386,18
220,196,44,34,686,48
293,104,108,21,761,56
585,227,193,71,461,26
439,43,66,46,311,11
402,211,140,28,574,22
256,150,182,53,424,67
183,58,119,65,499,45
329,119,161,40,649,30
338,184,132,48,433,38
485,123,89,73,283,23
265,93,153,35,508,61
411,31,196,60,358,16
156,108,185,92,471,49
448,230,100,42,771,19
594,47,143,117,621,34
229,16,79,54,246,42
521,139,164,104,546,12
375,77,36,29,696,27
357,192,180,114,302,44
503,8,52,39,452,59
210,131,137,89,752,29
284,39,158,76,677,21
576,161,73,26,377,51
430,100,116,101,227,66
101,24,127,32,339,32
539,85,169,57,789,47
466,238,148,70,714,70
320,54,105,95,564,55
32,29,115,82,429,35
325,152,200,32,729,65
252,121,178,69,204,27
398,60,136,44,654,42
142,75,125,113,766,23
581,14,168,88,316,68
288,137,83,38,616,38
215,45,62,25,541,16
507,167,147,75,241,46
361,106,104,50,391,61
379,221,120,91,597,14
526,37,77,66,747,29
233,160,162,116,447,59
306,6,141,103,372,52
599,129,56,53,672,22
453,68,184,78,522,37
124,52,194,47,635,55
416,175,109,97,335,25
562,114,152,22,485,10
197,83,88,85,710,63
489,205,173,35,410,33
334,217,80,77,663,11
480,33,123,52,513,26
553,186,186,64,588,19
151,18,70,58,700,60
443,140,155,108,400,30
590,79,112,33,250,15
297,202,197,83,550,45
224,110,133,71,625,68
517,232,48,21,325,38
370,49,176,96,475,23
60,41,149,92,232,39
352,163,64,42,532,69
498,102,192,117,682,54
571,194,128,105,757,62
425,10,85,30,607,47
389,240,160,49,269,51
242,179,117,24,719,36
169,26,181,36,794,13
462,148,96,86,494,43
315,87,139,61,344,58
459,107,141,43,726,38
533,199,162,30,651,15
130,122,45,24,614,64
423,245,130,74,314,34
569,61,87,49,464,19
277,183,172,99,764,49
204,30,151,112,689,57
496,153,66,62,389,27
350,92,194,87,239,12
514,23,178,77,595,43
222,145,93,27,295,13
295,53,72,40,220,36
587,176,157,90,520,66
441,115,114,65,670,51
112,7,103,83,782,17
405,130,188,33,482,47
258,191,146,58,632,32
185,99,167,46,557,25
331,38,125,21,407,70
341,233,170,66,511,61
194,172,127,41,361,16
268,19,191,29,436,39
560,141,106,79,736,69
414,80,149,54,586,54
158,65,138,73,548,12
450,187,53,23,248,42
597,126,180,98,398,57
304,249,95,48,698,27
523,218,117,110,473,50
377,34,74,35,323,65
66,27,58,57,379,48
359,149,143,107,679,18
505,88,101,32,529,33
213,210,186,82,229,63
286,118,122,94,304,41
432,57,164,119,754,26
103,72,175,38,717,67
395,195,90,88,417,37
542,11,133,63,267,22
176,42,111,101,642,59
469,164,196,51,342,29
318,201,150,37,215,26
172,139,192,62,665,41
245,48,129,50,740,64
391,109,171,25,290,19
135,32,160,106,253,45
427,155,75,56,553,15
574,94,118,81,703,30
281,216,33,31,403,60
208,124,97,44,478,52
501,247,182,94,778,22
80,55,81,22,684,24
373,178,166,72,384,54
300,86,187,109,609,17
592,208,102,59,309,47
446,25,145,84,459,62
153,147,60,34,759,32
117,101,155,66,421,35
555,40,198,41,571,50
263,162,113,91,271,20
482,132,134,28,646,58
34,13,115,33,581,19
473,74,158,58,431,64
546,228,137,45,356,42
400,44,94,70,206,57
144,90,105,51,318,38
437,212,190,101,618,68
583,28,62,26,768,53
290,151,147,76,468,23
217,59,168,89,393,31
510,182,83,39,693,61
363,120,126,114,543,46
345,235,110,23,450,29
491,51,153,98,300,14
199,174,68,48,600,44
272,21,89,61,525,66
565,143,174,111,225,36
418,82,46,36,375,21
382,159,121,67,787,10
236,220,163,42,337,55
162,67,142,30,262,48
309,5,184,55,712,33
309,189,107,69,775,14
455,5,150,94,625,29
163,128,65,44,325,59
236,36,86,32,250,51
529,158,171,82,550,21
419,143,118,25,437,25
273,204,160,50,587,40
200,112,139,63,512,63
346,51,182,38,362,18
72,59,123,53,344,35
510,120,166,28,794,50
583,212,144,41,719,57
108,105,113,35,606,23
401,227,198,85,306,53
547,44,70,60,456,68
254,166,155,110,756,38
181,13,176,97,681,16
474,135,91,47,381,46
327,74,134,72,231,61
44,9,73,64,390,39
337,132,158,114,690,69
264,101,179,77,315,32
556,223,94,27,615,62
410,40,136,102,765,47
154,86,147,21,653,20
593,24,190,46,203,65
300,147,105,96,503,35
519,178,126,58,278,43
355,246,152,55,559,11
501,63,110,80,709,26
209,185,195,30,409,56
282,32,131,43,484,49
428,93,174,68,634,34
99,47,163,86,522,60
391,170,78,36,222,30
538,109,120,111,372,15
172,78,99,49,747,67
465,200,184,99,447,37
318,17,57,24,297,22
323,164,140,87,395,33
469,103,98,62,245,18
250,72,119,100,620,56
396,11,162,75,470,11
140,118,172,56,358,52
579,57,130,31,508,37
213,26,109,93,283,44
506,149,194,43,583,14
378,218,178,21,264,46
232,156,135,46,714,31
305,65,199,59,789,24
597,187,114,109,489,54
451,126,156,34,339,69
122,19,146,115,226,28
561,80,188,90,676,43
268,202,103,40,376,13
195,111,39,28,451,35
487,233,124,78,751,65
341,49,82,53,601,50
332,222,42,36,479,43
478,38,170,111,329,58
186,160,85,61,629,28
259,7,63,48,554,21
551,130,148,98,254,51
405,68,106,23,404,66
442,176,180,54,742,62
296,237,138,29,292,17
222,84,159,42,217,40
369,22,116,67,667,55
58,30,186,26,648,68
350,153,101,76,348,38
497,91,143,51,498,23
570,244,164,64,423,30
387,199,132,120,611,19
533,15,90,45,761,34
241,137,175,95,461,64
168,45,154,82,386,42
460,168,69,32,686,12
314,107,196,107,536,27
316,148,72,50,243,54
462,87,200,75,393,69
243,117,51,37,768,17
535,240,136,87,468,47
389,56,93,62,318,62
426,194,168,44,505,66
280,133,125,69,355,21
206,41,189,56,430,28
353,102,146,31,580,43
517,48,120,34,262,11
298,18,99,72,637,64
590,140,184,22,337,34
115,64,67,28,374,45
407,186,152,78,674,15
554,125,109,53,524,30
261,247,194,103,224,60
188,94,130,116,299,53
334,33,173,91,749,38
343,205,122,95,327,29
490,22,80,20,477,14
197,144,165,70,777,44
270,52,144,83,702,67
563,175,59,33,402,37
417,113,186,108,252,22
161,6,197,39,290,40
453,129,112,89,590,10
599,67,154,64,740,25
526,221,176,52,665,18
362,167,192,61,496,50
289,75,170,23,571,12
581,198,85,73,271,42
435,14,128,48,421,57
398,244,32,30,758,69
545,60,160,105,608,54
252,182,75,55,308,24
471,152,138,117,533,61
325,90,96,42,683,46
321,238,188,80,622,59
467,54,60,55,772,44
248,23,166,118,397,36
540,146,81,68,697,66
394,85,124,93,547,51
138,39,134,62,585,17
577,100,177,37,435,62
284,222,92,87,735,32
503,192,156,24,360,55
357,8,113,99,210,70
375,138,129,40,791,23
229,200,172,65,341,68
302,108,150,52,266,46
449,46,193,27,716,31
120,92,182,96,754,64
412,215,97,46,454,34
558,31,140,71,304,19
266,154,55,21,604,49
193,62,76,34,529,57
485,184,161,84,229,27
330,180,89,29,538,18
476,119,132,104,688,33
257,89,111,66,463,41
549,211,196,116,763,11
403,27,68,41,613,26
439,226,142,60,201,37
586,43,100,85,351,22
293,165,185,35,651,52
220,12,121,23,726,60
366,73,164,48,276,15
494,20,180,70,557,47
567,173,116,57,632,69
92,35,84,51,669,13
385,157,169,101,369,43
531,96,41,26,219,58
238,219,126,76,519,28
165,127,190,88,594,20
458,249,105,38,294,50
311,66,148,113,444,65
310,189,175,41,319,13
237,97,196,54,694,50
530,219,111,104,394,20
383,35,153,29,244,35
128,112,143,97,281,61
420,234,58,47,581,31
566,51,185,72,731,16
274,173,100,22,431,46
201,20,36,35,356,69
493,143,121,85,656,39
347,81,79,60,506,24
365,196,137,82,488,67
511,12,95,57,338,52
219,135,180,107,638,22
438,104,159,94,413,45
109,28,169,63,450,18
548,89,127,38,600,63
182,120,106,76,225,11
475,242,191,26,525,41
338,246,103,93,253,64
484,62,145,68,403,49
557,154,167,55,478,57
155,47,50,49,216,23
447,169,135,99,516,53
594,108,92,24,666,68
301,231,177,74,366,38
228,77,156,87,441,15
521,200,71,37,741,45
374,16,199,112,591,60
64,9,129,77,722,47
356,131,44,27,422,17
502,70,172,102,272,32
210,192,87,52,572,62
283,100,66,65,647,55
575,223,151,115,347,25
429,39,108,40,497,40
393,208,183,58,685,29
246,146,140,33,235,44
173,55,161,21,310,66
466,177,76,71,610,36
319,116,119,46,760,21
470,30,165,33,699,23
543,183,144,20,774,31
397,122,102,95,624,16
141,14,112,26,511,50
434,137,197,76,211,20
580,76,70,51,361,35
288,198,155,101,661,65
214,106,176,114,736,42
507,229,91,64,436,12
361,45,133,89,286,27
86,37,192,98,417,10
379,160,107,48,717,40
525,99,149,73,567,55
233,221,64,23,267,25
306,68,86,36,342,18
598,190,171,86,642,48
160,129,128,111,492,33
415,236,117,42,380,59
269,175,160,67,530,14
196,22,139,54,605,37
342,83,181,29,455,52
333,156,157,62,614,45
479,95,115,87,764,60
260,125,136,25,389,22
406,64,179,50,539,67
150,79,168,81,577,26
443,202,83,31,277,56
589,18,125,106,427,41
224,49,104,69,652,34
516,171,189,119,352,64
370,110,62,44,202,49
351,225,163,97,783,36
498,41,35,22,633,21
205,164,120,72,333,51
278,11,184,84,258,58
571,133,99,34,558,28
425,72,141,109,708,13
96,56,152,40,746,54
534,118,195,65,296,39
461,210,131,53,221,17
315,26,88,78,371,32
313,230,127,23,701,49
240,15,149,60,326,11
386,77,191,35,776,56
130,61,181,117,663,38
422,184,96,67,363,68
569,122,138,92,213,53
276,245,53,42,513,23
203,92,74,29,588,30
495,214,159,79,288,60
75,23,101,38,270,62
367,145,186,88,570,32
221,207,143,113,420,47
294,115,165,101,495,70
587,237,80,51,795,40
441,54,122,76,645,25
112,69,133,57,532,43
550,8,175,32,382,28
258,130,90,82,682,58
477,161,154,45,457,21
486,111,183,49,617,12
559,203,119,62,542,35
157,126,88,68,729,46
450,249,173,118,429,16
596,65,45,43,279,31
304,188,130,93,579,61
230,34,194,81,504,54
523,157,109,31,204,24
377,96,151,106,354,39
358,211,93,34,635,52
505,27,135,109,785,67
285,57,114,46,410,14
578,180,199,96,710,44
431,119,72,21,560,59
395,134,146,53,298,63
541,73,104,78,448,48
249,195,189,28,748,18
176,103,125,40,673,26
322,42,167,65,223,41
25,17,158,52,771,30
463,78,115,27,321,45
244,109,94,89,546,37
537,232,179,39,246,67
134,94,62,33,434,11
427,216,147,83,734,41
573,33,105,58,584,56
281,155,190,108,284,26
208,63,126,95,209,18
354,124,169,70,659,63
372,239,68,67,340,20
518,55,195,92,490,35
226,178,110,42,790,65
299,25,46,30,715,43
591,147,131,80,415,13
445,86,89,55,265,28
116,40,78,74,303,69
409,163,163,24,603,39
262,224,121,49,453,54
189,71,185,61,378,62
335,10,142,36,528,17
326,197,193,56,406,23
180,136,150,31,556,68
253,44,171,44,631,46
399,105,129,69,481,31
144,29,118,88,368,64
582,90,161,113,518,19
290,212,76,63,218,49
217,121,54,50,293,57
509,243,139,100,593,27
363,59,97,25,743,12
345,174,123,116,274,55
491,113,81,41,424,40
272,82,145,78,799,33
564,205,60,28,499,63
418,21,187,103,349,48
381,220,113,72,537,44
527,36,155,47,687,59
454,128,177,60,762,51
308,220,191,119,234,31
455,36,64,44,384,16
162,158,149,94,684,46
235,5,170,81,759,68
528,128,85,31,459,38
381,67,127,106,309,23
126,51,117,25,272,42
564,113,159,50,722,27
491,204,138,62,797,19
345,21,95,87,647,34
363,151,122,53,366,48
509,90,80,78,216,63
217,212,165,28,516,33
290,120,143,41,591,10
436,59,186,66,441,55
107,74,196,84,403,36
400,197,111,34,703,66
546,13,154,109,553,51
254,136,69,59,253,21
180,44,90,47,328,29
473,166,175,97,628,59
327,105,48,22,778,44
43,40,162,114,600,22
336,162,77,64,300,52
482,101,119,89,450,67
263,70,98,26,675,15
555,193,183,76,375,45
409,9,56,51,225,60
445,239,151,20,637,63
592,55,109,95,787,48
299,178,194,45,487,18
226,24,130,58,412,26
372,86,173,33,562,41
500,32,199,30,281,13
208,155,114,80,581,43
573,185,135,42,206,35
98,17,82,36,469,47
391,139,167,86,769,17
244,201,125,111,319,62
171,109,188,98,244,54
464,231,103,48,544,24
317,47,146,73,694,39
30,11,137,87,295,50
322,134,52,37,595,20
468,72,179,112,745,35
541,225,115,99,670,12
395,42,73,24,520,27
432,210,169,55,333,39
286,149,126,30,783,54
212,57,190,43,708,61
505,180,105,93,408,31
359,118,147,68,258,16
377,248,89,71,726,59
523,65,131,46,576,44
304,34,110,109,201,37
596,157,195,59,501,67
413,172,142,115,464,40
560,111,99,40,314,55
267,233,184,90,614,25
194,80,121,77,539,18
487,203,36,27,239,48
340,19,163,102,389,63
331,191,129,85,530,56
477,7,86,60,680,41
185,130,171,110,380,11
258,38,150,98,455,34
551,160,65,48,755,64
404,99,192,73,605,49
148,23,182,54,567,15
587,84,139,29,417,60
514,237,161,41,492,53
349,183,187,26,661,25
276,91,166,63,286,47
423,30,123,38,736,32
532,46,177,94,248,21
240,168,92,44,548,51
167,15,70,32,623,58
459,137,155,82,323,28
313,76,113,57,473,13
315,179,153,100,748,67
461,117,111,25,598,52
242,87,132,88,223,30
535,209,47,38,523,60
388,25,175,113,673,45
132,102,164,44,785,19
571,41,121,69,335,64
498,133,185,57,260,41
370,202,159,60,579,13
224,140,116,35,429,58
297,48,180,22,354,51
589,171,95,72,654,21
443,110,137,47,504,36
114,33,148,78,616,62
407,156,63,28,316,32
553,94,190,103,466,17
260,217,105,53,766,47
480,247,127,116,391,39
333,64,84,41,241,24
489,52,167,71,532,31
196,175,82,21,232,61
270,22,60,33,307,53
562,144,145,83,607,23
416,83,103,58,757,38
160,37,113,89,719,57
452,159,198,39,419,27
306,221,156,64,569,42
233,68,177,52,644,65
379,6,135,27,494,20
68,14,193,61,213,33
507,75,151,36,663,48
288,106,87,74,438,25
580,228,172,24,738,55
105,91,34,30,551,22
397,213,119,80,251,52
544,29,76,55,401,67
251,152,161,105,701,37
178,60,140,118,776,14
324,121,182,93,326,59
320,207,101,31,387,42
466,24,144,106,237,57
174,146,59,56,537,27
247,54,80,68,612,19
539,177,165,118,312,49
429,131,133,62,724,60
576,69,91,87,574,45
283,192,176,37,274,15
210,100,155,25,349,38
356,39,197,50,799,53
82,47,128,40,518,70
521,108,171,65,368,25
594,200,149,53,443,32
448,16,107,78,293,17
155,138,192,28,593,47
411,246,181,96,555,21
557,62,54,21,705,36
265,184,139,71,405,66
192,31,160,84,480,44
484,154,75,34,780,14
338,92,117,109,630,29
36,27,94,29,752,65
329,150,179,79,452,35
256,119,200,117,527,58
548,242,115,67,227,28
402,58,157,92,377,13
146,73,147,60,490,54
585,12,189,35,640,39
292,135,104,85,340,69
512,165,125,23,565,16
347,234,141,45,283,44
201,173,184,70,733,29
274,20,120,57,658,22
420,81,163,32,208,67
91,66,173,101,321,26
384,188,88,51,621,56
530,127,131,76,771,41
164,96,109,39,396,33
457,219,194,89,696,63
311,35,67,64,546,48
312,158,93,92,671,26
458,97,136,67,521,11
239,127,114,104,296,63
531,250,199,54,596,33
129,81,61,48,709,45
421,204,146,98,409,15
568,20,104,23,259,30
275,143,189,73,559,60
202,51,125,85,634,52
495,173,40,35,334,22
348,112,168,110,484,37
367,227,56,32,503,54
513,43,183,107,653,69
220,166,98,57,353,39
440,74,77,45,578,61
403,181,173,63,240,65
257,242,130,38,690,20
184,89,194,26,765,28
476,212,109,76,465,58
330,28,152,51,315,43
339,215,186,43,756,51
193,154,144,68,306,36
266,62,165,56,231,14
412,124,122,31,681,59
156,16,133,99,793,40
595,78,176,74,343,55
303,200,91,24,643,25
230,108,69,37,568,32
522,231,154,87,268,62
376,47,112,62,418,47
65,39,43,27,287,61
357,162,128,77,587,31
504,101,85,52,737,16
284,70,149,115,362,68
431,9,191,90,512,23
138,131,106,40,212,53
540,55,138,34,475,27
175,24,75,71,700,49
467,147,160,21,400,19
325,244,124,58,460,22
252,30,145,20,535,44
399,91,187,45,385,29
143,45,198,77,498,63
435,168,113,27,798,33
581,106,156,102,648,18
289,229,71,52,348,48
216,76,92,64,273,55
508,198,177,114,573,25
362,14,49,39,723,10
88,7,108,49,592,27
380,129,193,99,292,57
527,68,65,24,442,42
234,191,150,74,742,12
307,99,172,86,667,35
600,221,87,36,367,65
453,37,129,111,217,50
124,83,118,42,329,16
563,22,161,67,779,61
490,175,140,55,704,54
344,114,97,80,554,69
481,125,195,38,226,47
554,217,132,25,301,69
152,110,79,31,414,13
444,233,164,81,714,43
298,171,121,106,264,28
225,18,185,119,339,21
517,141,100,69,639,51
371,80,142,94,789,66
353,194,73,47,207,19
499,11,116,72,357,34
207,133,31,22,657,64
280,41,94,35,732,41
572,164,179,85,432,11
389,148,148,41,545,38
243,210,190,66,395,53
170,118,126,53,470,60
316,57,169,28,620,15
460,15,171,47,458,51
533,169,150,60,383,58
387,107,107,85,233,43
131,31,96,66,346,25
424,153,181,116,646,55
570,92,54,41,796,70
278,214,139,91,496,40
204,123,160,79,421,17
497,245,75,29,721,47
351,61,118,104,571,62
76,54,187,88,739,45
369,176,102,38,439,15
515,115,144,113,289,30
296,84,81,51,514,53
588,207,166,101,214,23
442,23,38,26,364,38
150,146,123,76,664,68
405,222,134,57,777,27
552,38,91,82,627,12
259,161,176,32,327,42
186,8,155,44,252,64
332,69,197,69,702,19
341,142,136,24,224,11
268,111,115,61,749,48
415,50,158,36,299,33
159,96,168,118,261,59
451,218,83,68,561,29
597,35,126,93,711,14
232,65,104,30,486,67
524,188,189,80,786,37
378,126,62,55,636,22
360,241,174,83,355,69
214,180,131,108,505,24
287,27,195,96,580,31
579,149,110,46,280,61
433,88,152,71,430,46
104,42,142,52,392,20
543,103,184,27,542,65
250,226,99,77,242,35
469,195,120,40,617,42
319,170,162,51,519,47
246,79,183,39,444,24
538,201,98,89,744,54
392,17,140,64,594,69
136,125,151,83,557,28
428,247,66,33,257,58
575,63,193,108,407,43
282,186,108,58,707,13
501,155,130,95,482,65
355,94,87,20,332,50
373,209,156,117,650,34
520,25,114,42,500,19
227,147,199,92,200,49
300,56,135,79,275,56
593,178,50,29,575,26
447,117,178,104,725,11
118,10,167,23,688,52
410,132,82,73,388,22
556,71,124,48,238,37
483,224,188,61,313,15
474,44,148,31,753,21
547,136,170,43,678,29
437,182,116,87,341,18
584,121,74,62,491,33
291,243,159,112,791,63
218,90,138,100,716,40
511,213,53,50,416,10
364,29,180,75,266,25
54,21,122,115,435,12
492,82,164,90,585,57
273,113,58,28,210,20
565,236,143,78,510,50
419,52,100,53,660,65
90,67,111,72,772,31
383,190,196,22,472,61
236,128,154,47,622,16
163,36,175,59,547,38
309,98,132,34,397,53
309,158,35,21,490,57
455,97,162,96,340,42
528,189,141,108,265,65
382,5,98,33,415,50
419,235,194,64,753,46
272,174,151,39,303,31
199,20,173,27,228,23
492,143,88,77,528,53
345,82,130,52,678,68
364,212,114,86,322,21
510,28,157,61,472,36
583,181,178,49,397,14
400,135,125,105,584,33
547,74,82,30,734,18
254,197,167,80,434,48
181,105,146,92,359,55
473,227,61,42,659,25
327,43,189,117,509,10
336,223,149,75,425,19
483,40,106,50,275,34
190,162,191,100,575,64
263,9,128,113,650,41
409,70,170,88,500,26
154,55,159,69,387,67
592,116,117,44,537,22
227,86,96,81,312,60
519,208,181,31,612,30
355,154,165,35,256,62
282,124,186,47,781,39
574,246,101,97,481,69
428,63,143,22,331,54
99,78,154,103,218,13
391,200,69,53,518,43
537,17,197,78,668,58
245,139,112,28,368,28
172,47,48,41,443,21
464,170,133,91,743,51
318,108,90,66,593,66
323,195,171,104,720,54
469,11,44,29,570,69
176,133,129,79,270,39
250,41,193,92,345,16
542,164,108,42,645,46
396,103,150,117,795,61
140,26,139,35,683,35
579,87,182,60,233,50
505,241,118,48,308,58
359,57,76,73,458,43
377,187,145,70,551,26
524,126,102,95,701,11
304,95,124,32,476,63
451,34,166,57,626,18
122,110,177,76,514,44
414,233,92,26,214,14
560,49,134,101,364,29
195,19,113,64,739,52
487,141,198,114,439,22
341,80,70,39,289,37
39,7,179,106,486,60
332,130,94,56,786,30
478,68,137,81,636,15
259,99,73,43,261,68
551,221,158,93,561,38
441,206,126,37,448,12
295,145,169,62,598,57
222,53,147,49,523,49
368,114,190,24,373,34
496,61,174,40,767,66
569,153,153,28,692,43
423,91,110,103,542,58
94,45,100,21,579,40
387,168,185,71,279,70
533,107,57,46,429,55
240,229,142,96,729,25
167,76,163,109,654,32
460,198,78,59,354,62
313,15,121,84,204,47
316,240,82,39,568,34
462,56,124,114,718,19
243,25,103,51,493,56
535,148,188,101,793,26
389,86,60,26,643,11
425,163,156,45,230,23
572,102,114,70,380,38
279,224,199,20,680,68
206,71,135,33,755,45
352,10,177,58,305,30
78,18,151,30,399,17
517,79,193,55,549,62
224,201,108,105,249,32
590,232,130,67,624,55
115,94,76,61,661,28
407,217,161,111,361,58
261,155,119,86,511,13
188,63,183,73,586,36
480,186,98,23,286,66
334,125,140,98,436,51
343,175,196,94,633,42
270,83,175,106,408,20
563,205,90,56,708,50
416,21,132,81,558,65
160,98,122,50,596,31
599,37,164,25,446,46
307,159,79,75,746,16
526,129,143,37,371,69
361,197,116,28,765,37
215,136,159,53,315,52
288,44,137,65,240,59
435,106,180,40,690,14
106,29,191,109,727,48
398,152,106,59,427,18
544,90,148,84,277,33
252,213,63,34,577,63
179,121,84,22,502,40
471,243,169,72,202,10
320,146,136,110,338,16
467,85,94,35,488,31
247,115,157,72,713,53
540,238,72,22,413,23
393,54,200,97,263,38
138,69,189,29,300,57
430,192,104,79,600,27
576,8,147,54,750,12
503,161,168,66,675,34
375,230,184,51,469,66
229,169,141,26,619,21
302,16,163,38,544,29
448,77,120,63,394,44
119,62,131,94,432,25
412,184,46,44,732,55
558,123,173,119,582,70
266,245,88,69,282,40
192,92,67,57,207,17
485,215,152,107,507,47
339,31,110,32,657,62
476,27,187,87,422,54
183,150,102,37,722,24
256,58,38,24,797,32
549,180,123,74,497,62
403,119,80,49,347,47
147,12,91,80,235,20
439,134,176,30,535,50
293,196,134,55,385,35
220,104,197,68,460,13
366,42,155,43,610,58
55,50,171,46,704,41
494,111,128,21,254,26
275,81,107,83,629,48
567,203,192,33,329,18
384,249,139,90,666,30
531,65,96,65,516,15
238,188,181,115,216,45
165,35,118,102,291,67
311,96,160,77,741,22
310,219,144,49,642,60
456,35,101,74,792,45
164,158,186,24,492,15
237,66,123,37,417,37
383,127,165,62,567,52
127,20,176,93,604,11
420,142,91,43,304,41
566,81,133,118,454,56
200,112,112,55,679,18
493,234,197,105,379,48
347,51,69,30,229,63
72,43,85,59,473,50
365,165,170,109,773,20
511,104,43,34,623,35
292,74,192,71,248,43
584,196,107,21,548,13
438,12,149,96,698,28
146,135,64,46,398,58
548,58,181,52,285,24
475,150,117,65,210,31
45,31,136,48,257,55
484,93,178,23,707,40
557,246,157,35,782,17
411,62,115,110,632,32
155,77,104,41,520,66
447,200,189,91,220,36
301,139,146,116,670,51
228,47,168,104,745,59
520,169,83,54,445,29
374,108,125,79,295,14
356,223,99,63,688,57
502,39,141,88,538,42
210,162,56,38,238,12
283,8,77,26,313,34
575,131,162,76,613,64
392,177,131,32,351,45
246,238,173,57,501,30
173,85,152,70,576,23
319,24,194,45,426,68
324,183,111,81,262,48
470,121,153,56,412,63
543,213,174,69,487,40
433,229,121,113,524,67
580,45,79,38,674,52
287,167,164,88,374,22
214,14,142,75,449,29
507,137,57,25,749,59
360,75,185,100,599,44
86,68,116,91,693,61
525,7,158,116,243,16
232,129,73,66,543,46
598,160,137,103,318,38
452,98,95,28,468,23
123,22,105,97,356,42
415,144,190,47,656,12
269,206,148,22,206,57
196,114,169,34,281,50
342,52,127,59,731,35
333,248,166,27,346,28
187,186,124,52,796,43
260,33,188,64,721,66
406,95,145,39,271,21
150,49,156,108,309,47
443,171,71,58,609,17
589,110,198,83,759,32
296,232,113,33,459,62
223,79,50,20,384,54
516,202,135,70,684,24
369,18,92,45,534,39
59,10,65,42,777,23
